,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1900858467372206,0.43143374,0.6212235304090381,0.2393702174936022,0.4814844,0.5269116539156855
1,EWC,0.0001,0.1916244627496638,0.43370318,0.6128344944994969,0.2505625958590732,0.49170536,0.519112021772749
2,EWC,0.001,0.1983692266724326,0.4405418,0.6241348296170427,0.2445227618583224,0.4855191,0.507731781756015
3,EWC,0.01,0.2043193583558132,0.44672507,0.6043149130974556,0.2374013207562558,0.47935212,0.5231751651581487
4,EWC,0.1,0.1902681511717957,0.43229535,0.6242238913795334,0.2337282775163456,0.47671998,0.5336622395949583
5,EWC,1.0,0.2018885675866108,0.44378895,0.6286718103396628,0.2306217066411461,0.47340536,0.5254121141387472
6,EWC,10.0,0.1860498589064393,0.42752045,0.6164423959205334,0.2390375333172934,0.48279512,0.5206683202452704
7,EWC,100.0,0.18884545874286,0.42987046,0.6208300756846272,0.2323572049522167,0.4762477,0.5001964403708765
8,EWC,1000.0,0.1923963372873795,0.4337118,0.6274457112463206,0.253601997964955,0.4970578,0.5258264858897377
0,EWC,10000,0.19147290850614573,0.43354654,0.6167877348973925,0.24466744637624785,0.48795927,0.5015777719391126
