,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1900858467372207,0.43143377,0.6212235304090381,0.242534614161772,0.48460248,0.5231926760688086
1,EWC,0.0001,0.1916244627496638,0.43370318,0.6128344944994969,0.2534292925174544,0.4944562,0.514695296180773
2,EWC,0.001,0.1983692266724326,0.44054183,0.6241348296170427,0.2475255008558837,0.48844633,0.5024322183927846
3,EWC,0.01,0.2043193583558132,0.44672504,0.6043149130974556,0.2405188314515311,0.48247728,0.5190923162899765
4,EWC,0.1,0.1902681511717957,0.43229535,0.6242238913795334,0.2362801635853287,0.47927186,0.530025779816468
5,EWC,1.0,0.2018885675866108,0.44378892,0.6286718103396628,0.2330452226051668,0.4758496,0.5230430147343864
6,EWC,10.0,0.1860498589064393,0.42752042,0.6164423959205334,0.2405335054713852,0.48422828,0.51904093848444
7,EWC,100.0,0.18884545874286,0.42987046,0.6208300756846272,0.2319459928592452,0.47571698,0.5026619992671839
8,EWC,1000.0,0.1923963372873795,0.4337118,0.6274457112463206,0.2524226072440747,0.4957684,0.5285104515063731
0,EWC,10000,0.19147290850614573,0.43354654,0.6167877348973925,0.2464796305209601,0.48970628,0.4971384316861956
