,Strategy,RAM Before,RAM After,CPU Before,CPU After,GPU Before,GPU After
0,1e-05,0.6802482604980469,0.7603340148925781,"(30.28, 1.61)","(104.42, 2.57)",0,0
1,0.0001,0.7603340148925781,0.7973213195800781,"(104.42, 2.57)","(177.93, 3.49)",0,0
2,0.001,0.7973213195800781,0.8301429748535156,"(177.94, 3.49)","(251.85, 4.45)",0,0
3,0.01,0.8301429748535156,0.8568763732910156,"(251.85, 4.45)","(325.79, 5.38)",0,0
4,0.1,0.8568763732910156,0.8833580017089844,"(325.79, 5.38)","(399.57, 6.35)",0,0
5,1.0,0.8833580017089844,0.9104576110839844,"(399.57, 6.35)","(473.32, 7.36)",0,0
6,10.0,0.9104576110839844,0.9369468688964844,"(473.32, 7.36)","(548.94, 8.33)",0,0
7,100.0,0.9369468688964844,0.9640464782714844,"(548.94, 8.33)","(623.18, 9.32)",0,0
8,1000.0,0.9640464782714844,0.9922409057617188,"(623.18, 9.32)","(697.51, 10.26)",0,0
0,10000,0.9922409057617188,1.0197067260742188,"(697.51, 10.26)","(771.87, 11.21)",0,0
