,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,FedAvg-EWC,1e-05,0.248,0.4921,0.5618,0.2686,0.5061,0.5722
4,FedAvg-EWCOnline,0.1,0.2424,0.4878,0.6214,0.266,0.5047,0.5725
5,FedAvg-MAS,1.0,0.2712,0.5127,0.5667,0.2423,0.4821,0.5793
2,FedAvg-NR,100,0.2616,0.5027,0.5315,0.2331,0.4774,0.5714
6,FedAvg-SI,10.0,0.2583,0.5021,0.5772,0.2428,0.4849,0.574
