,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,FedAvg-EWC,1e-05,0.248,0.4921,0.5618,0.265,0.503,0.5788
4,FedAvg-EWCOnline,0.1,0.2424,0.4878,0.6214,0.2605,0.5007,0.581
5,FedAvg-MAS,1.0,0.2712,0.5127,0.5667,0.2414,0.4815,0.5888
2,FedAvg-NR,100,0.2616,0.5027,0.5315,0.2354,0.4804,0.5635
6,FedAvg-SI,10.0,0.2583,0.5021,0.5772,0.2402,0.4831,0.5854
