,Strategy,RAM,CPU,GPU_U,GPU_Mem
0,1e-05,136.13281250000006,17.829999999999995,0.0,0.0
1,0.0001,57.6953125,17.540000000000006,0.0,0.0
2,0.001,30.0546875,17.420000000000005,0.0,0.0
3,0.01,31.37890625,17.59,0.0,0.0
4,0.1,27.5859375,17.79000000000001,0.0,0.0
5,1.0,31.10546875,17.490000000000013,0.0,0.0
6,10.0,23.24609375,17.61999999999999,0.0,0.0
7,100.0,23.32421875,17.810000000000016,0.0,0.0
8,1000.0,26.85546875,17.41999999999999,0.0,0.0
9,10000.0,25.33984375,17.509999999999994,0.0,0.0
