,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,SI,1e-05,0.1852709515044441,0.4254906,0.6367708701622441,0.2480260854151535,0.48853594,0.5301973022458331
1,SI,0.0001,0.1833313598551533,0.423865,0.6349861104296188,0.2533287382696743,0.49373353,0.5261020515498425
2,SI,0.001,0.186768007355851,0.427829,0.6377536579462985,0.2341665044934912,0.4753775,0.5333739941775562
3,SI,0.01,0.1839618423058615,0.42464468,0.6280018874911265,0.2450200185421612,0.48530707,0.5306237176364215
4,SI,0.1,0.1849162518591075,0.42542332,0.6391948133505283,0.2333629407278903,0.4758257,0.5310453689222276
5,SI,1.0,0.1878088915889913,0.42865813,0.6339531789424122,0.2327363758360023,0.47629166,0.5330657485284036
6,SI,10.0,0.1909615813524692,0.43221396,0.6334693970306298,0.2274012653713489,0.4711973,0.520737271816359
7,SI,100.0,0.1839750087880469,0.42478973,0.6326675882046608,0.2355773021648456,0.47841388,0.5132412396601883
8,SI,1000.0,0.1866660501275743,0.42786443,0.63430336417742,0.2424353696841311,0.48452955,0.5064970111809275
0,SI,10000,0.1847497843109168,0.42553598,0.6358993145813241,0.23374022703085628,0.47603095,0.5212187120731853
