,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
5,FedAvg-EWC,1.0,0.1968,0.439,0.6309,0.2433,0.4851,0.5252
4,FedAvg-EWCOnline,0.1,0.1875,0.4286,0.6186,0.2543,0.4951,0.5265
5,FedAvg-MAS,1.0,0.192,0.4342,0.6211,0.234,0.4773,0.5308
3,FedAvg-NR,1000,0.2049,0.4474,0.6133,0.2122,0.4562,0.5513
5,FedAvg-SI,1.0,0.1953,0.4377,0.6219,0.2374,0.4822,0.543
