,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
5,FedAvg-EWC,1.0,0.1968,0.439,0.6309,0.24,0.4817,0.5282
4,FedAvg-EWCOnline,0.1,0.1875,0.4286,0.6186,0.2505,0.4913,0.5299
5,FedAvg-MAS,1.0,0.192,0.4342,0.6211,0.2315,0.4748,0.5336
3,FedAvg-NR,1000,0.2049,0.4474,0.6133,0.2115,0.4556,0.5501
5,FedAvg-SI,1.0,0.1953,0.4377,0.6219,0.2365,0.4813,0.5381
