,Strategy,RAM Before,RAM After,CPU Before,CPU After,GPU Before,GPU After
0,1,7.922183990478516,7.9419403076171875,"(27087.27, 459.44)","(27164.62, 461.06)",0,0
1,10,7.9419403076171875,7.962909698486328,"(27164.62, 461.06)","(27241.17, 462.62)",0,0
2,100,7.962909698486328,7.981536865234375,"(27241.18, 462.62)","(27318.06, 464.32)",0,0
3,1000,7.981536865234375,8.001293182373047,"(27318.06, 464.32)","(27394.86, 465.83)",0,0
0,10000,8.001293182373047,8.021255493164062,"(27394.86, 465.83)","(27471.48, 467.53)",0,0
