,Strategy,RAM,CPU,GPU_U,GPU_Mem
0,1e-05,19.96875,2.1000000000000014,0.0,0.0
1,0.0001,19.57421875,2.070000000000002,0.0,0.0
2,0.001,19.00390625,2.0599999999999987,0.0,0.0
3,0.01,23.5390625,2.049999999999999,0.0,0.0
4,0.1,16.9453125,2.0899999999999963,0.0,0.0
5,1.0,21.546875,2.080000000000007,0.0,0.0
6,10.0,18.60546875,2.039999999999994,0.0,0.0
7,100.0,21.6875,2.130000000000001,0.0,0.0
8,1000.0,18.75390625,2.0900000000000034,0.0,0.0
9,10000.0,21.58984375,2.0999999999999996,0.0,0.0
