,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWCOnline,1e-05,0.1876119063175343,0.428739,0.6252086450337314,0.2482418015244461,0.48938128,0.5231378712500487
1,EWCOnline,0.0001,0.1903196178957239,0.4314833,0.631988487004933,0.2482396819356347,0.48902413,0.5243057939462631
2,EWCOnline,0.001,0.1840953581615701,0.42506936,0.6308466303231882,0.2482916004702347,0.48891264,0.5187847765725696
3,EWCOnline,0.01,0.1847572176680936,0.42553073,0.6306320903120172,0.2479788380719366,0.48911327,0.5242121905804193
4,EWCOnline,0.1,0.18885950366785,0.43040106,0.6273696945083712,0.2457756184700395,0.48740673,0.5258614554196678
5,EWCOnline,1.0,0.1817208926689315,0.42239743,0.6273186034610195,0.2440421051871614,0.48626587,0.5297361652736833
6,EWCOnline,10.0,0.187460197498659,0.42854387,0.6201511729109944,0.234440619087949,0.47667882,0.5281173564089788
7,EWCOnline,100.0,0.1813866811526286,0.4221639,0.6191686248520135,0.236765568607113,0.48077014,0.535998470967355
8,EWCOnline,1000.0,0.1837095528260454,0.4242745,0.6272507840617374,0.243051074318537,0.48699924,0.5423131789487096
0,EWCOnline,10000,0.18520817954044835,0.42613313,0.6101850801394519,0.25218631694612853,0.495846,0.5374648078262582
