,Strategy,RAM,CPU,GPU_U,GPU_Mem
0,1e-05,20.7578125,14.140000000000006,0.0,0.0
1,0.0001,28.45703125,14.2,0.0,0.0
2,0.001,9.3046875,14.279999999999983,0.0,0.0
3,0.01,20.125,14.450000000000019,0.0,0.0
4,0.1,18.46875,14.380000000000015,0.0,0.0
5,1.0,22.8828125,14.379999999999967,0.0,0.0
6,10.0,22.2265625,14.190000000000037,0.0,0.0
7,100.0,20.078125,14.299999999999994,0.0,0.0
8,1000.0,20.054687499999886,14.520000000000001,0.0,0.0
9,10000.0,25.011718750000114,14.369999999999994,0.0,0.0
