,round,Loss,RMSE
0,1.0,0.2984329462051391,0.5462901592254639
1,2.0,0.2594428956508636,0.509355366230011
2,3.0,0.2660835087299347,0.5158328413963318
3,4.0,0.2586042284965515,0.5085314512252808
4,5.0,0.2553655803203583,0.505337119102478
5,6.0,0.2507290244102478,0.5007284879684448
6,7.0,0.251810610294342,0.5018073320388794
7,8.0,0.2521799206733703,0.5021752119064331
8,9.0,0.2505481541156769,0.5005478262901306
0,10.0,0.2540138065814972,0.503997802734375
