,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,MAS,1e-05,0.1834806792631551,0.42373118,0.6313106876249884,0.2380451710193188,0.47980642,0.5175108201877324
1,MAS,0.0001,0.1847453364110612,0.4254214,0.6280300102718637,0.2375714140714376,0.47964048,0.5120909945537815
2,MAS,0.001,0.1854756331772773,0.42652255,0.6294044313048119,0.2423414183466078,0.48439133,0.5099584366599509
3,MAS,0.01,0.1856825435896972,0.4264548,0.633549955222114,0.2360698954383661,0.47836548,0.5169993545246276
4,MAS,0.1,0.1901735353295679,0.43172613,0.622694036312509,0.248177674499812,0.4900033,0.4968155960589681
5,MAS,1.0,0.1878517041732738,0.42893705,0.6222346497601278,0.23886583157174,0.48125273,0.5003043916047538
6,MAS,10.0,0.1836812355398357,0.42449203,0.6253051138076232,0.237997628893558,0.48005444,0.5103864407984561
7,MAS,100.0,0.1870488657966836,0.42841196,0.6262358123743468,0.2354767986948227,0.47834998,0.5079394869774392
8,MAS,1000.0,0.1852382118148463,0.4260416,0.6317079154567946,0.2387676083083663,0.48091477,0.5164730061739575
0,MAS,10000,0.1853292180442965,0.42644045,0.6244441220375794,0.23493039732823123,0.47764724,0.5079882531569021
