,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,MAS,1e-05,0.1834806792631551,0.42373115,0.6313106876249884,0.2356978178176345,0.47724655,0.523569658787118
1,MAS,0.0001,0.1847453364110612,0.42542142,0.6280300102718636,0.2353615803377969,0.47723633,0.518292653723556
2,MAS,0.001,0.1854756331772773,0.42652252,0.629404431304812,0.2397866128202603,0.48164433,0.5165167013557556
3,MAS,0.01,0.1856825435896973,0.4264548,0.6335499552221141,0.2339194651667764,0.47604185,0.5233289903929234
4,MAS,0.1,0.1901735353295679,0.43172616,0.622694036312509,0.2454368967030729,0.48710638,0.5038138554709278
5,MAS,1.0,0.1878517041732738,0.42893702,0.6222346497601278,0.2367414549297215,0.47896144,0.5069550224596165
6,MAS,10.0,0.1836812355398357,0.42449206,0.6253051138076232,0.2356676901025431,0.4775231,0.5167585342243365
7,MAS,100.0,0.1870488657966837,0.42841196,0.6262358123743468,0.2335911771269882,0.4763117,0.5145581489706759
8,MAS,1000.0,0.1852382118148463,0.4260416,0.6317079154567945,0.2364187143033458,0.478373,0.5227507793483666
0,MAS,10000,0.1853292180442965,0.42644045,0.6244441220375795,0.23299487049178197,0.47557646,0.5146075577511905
