,round,Loss,RMSE
0,1.0,0.2377949208021164,0.4876421988010406
1,2.0,0.2279889583587646,0.4774819016456604
2,3.0,0.2272850424051284,0.4767441749572754
3,4.0,0.2192035764455795,0.4681918025016784
4,5.0,0.2228391319513321,0.4720583856105804
5,6.0,0.2242386043071746,0.4735383987426758
6,7.0,0.2180537432432174,0.4669622778892517
7,8.0,0.2244643568992614,0.4737766981124878
8,9.0,0.228515014052391,0.4780324399471283
0,10.0,0.22528599202632904,0.4746429920196533
