,round,Loss,RMSE
0,1.0,0.2669761776924133,0.516697347164154
1,2.0,0.2539655566215515,0.5039499402046204
2,3.0,0.2518100142478943,0.5018067359924316
3,4.0,0.2448717504739761,0.4948451817035675
4,5.0,0.2454754263162613,0.4954547584056854
5,6.0,0.2471613585948944,0.4971532523632049
6,7.0,0.2470081150531768,0.4969991147518158
7,8.0,0.2443599700927734,0.4943277835845947
8,9.0,0.2553555071353912,0.5053271651268005
0,10.0,0.24824318289756775,0.49824008345603943
