,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,SI,1e-05,0.179804072219443,0.42040402,0.631368915425586,0.2335050324497579,0.47570556,0.5239647639417165
1,SI,0.0001,0.1937714359880268,0.43502858,0.6345653226676872,0.2457903224442686,0.48695543,0.5253576529813372
2,SI,0.001,0.1938342306424271,0.4350528,0.6340754489002466,0.2493811373149051,0.48977354,0.5142714271578146
3,SI,0.01,0.1861121644834419,0.42688245,0.6367163591738256,0.238656192891249,0.48117694,0.5079045207693145
4,SI,0.1,0.1878099262520864,0.4288172,0.6357950150955403,0.2404284003589834,0.482472,0.5354535502031557
5,SI,1.0,0.1875122675744744,0.4284107,0.6364340083086979,0.2346943571758108,0.4790601,0.5317602673150368
6,SI,10.0,0.1850449625741351,0.42562243,0.6323285720005516,0.2270838029074425,0.4713662,0.5288847620264892
7,SI,100.0,0.1853527686038574,0.42598158,0.6363438279913896,0.2350733010795246,0.47714913,0.5280124576699069
8,SI,1000.0,0.182715154700465,0.4231607,0.6368811851209195,0.2337678543412361,0.47622135,0.52795289711014
0,SI,10000,0.19648706879128108,0.43804178,0.63653968034954,0.23661189876040634,0.47930938,0.5285985138960074
