,round,Loss,RMSE
0,1.0,0.2575938403606415,0.5075370073318481
1,2.0,0.2357932925224304,0.4855855107307434
2,3.0,0.2413452565670013,0.4912690222263336
3,4.0,0.2458560466766357,0.4958387017250061
4,5.0,0.2435980588197708,0.4935565292835235
5,6.0,0.2442823350429535,0.4942492246627807
6,7.0,0.2557756602764129,0.5057426691055298
7,8.0,0.2348436415195465,0.4846066832542419
8,9.0,0.2553531527519226,0.5053247809410095
0,10.0,0.2445567101240158,0.494526743888855
