,Strategy,RAM,CPU,GPU_U,GPU_Mem
0,1e-05,72.53125,2.41,0.0,0.0
1,0.0001,24.9140625,1.9899999999999993,0.0,0.0
2,0.001,19.515625,2.130000000000001,0.0,0.0
3,0.01,22.69140625,2.0,0.0,0.0
4,0.1,19.50390625,2.0200000000000005,0.0,0.0
5,1.0,22.578125,1.9900000000000002,0.0,0.0
6,10.0,19.7890625,2.0399999999999974,0.0,0.0
7,100.0,22.21875,2.249999999999999,0.0,0.0
8,1000.0,19.1171875,2.0,0.0,0.0
9,10000.0,21.703125,2.0200000000000005,0.0,0.0
