,Strategy,RAM,CPU,GPU_U,GPU_Mem
0,1e-05,18.07421875,3.810000000000004,0.0,0.0
1,0.0001,22.09375,3.469999999999997,0.0,0.0
2,0.001,18.74609375,3.369999999999994,0.0,0.0
3,0.01,20.33203125,3.3999999999999932,0.0,0.0
4,0.1,20.33984375,3.4100000000000072,0.0,0.0
5,1.0,20.3125,3.4400000000000013,0.0,0.0
6,10.0,20.3515625,3.45000000000001,0.0,0.0
7,100.0,20.19921875,3.3999999999999932,0.0,0.0
8,1000.0,20.00390625,3.84,0.0,0.0
9,10000.0,19.5,3.409999999999986,0.0,0.0
