,methods,Loss,RMSE,PCC
0,FedAvg_Aug,0.2129991799592971,0.4615183472633362,0.4186534538414523
1,FedAvg_Aug,0.2129991799592971,0.4615183472633362,0.4186534538414523
2,FedBN_Aug,0.223952516913414,0.4732362031936645,0.4015394352094046
3,FedDistill_Aug,0.2310293465852737,0.4806551337242126,0.3991990874494284
4,FedOpt_Aug,0.2274706214666366,0.476938784122467,0.4013560704801535
0,FedProx_Aug,0.22701868414878845,0.47646477818489075,0.4035387742483869
