,methods,Loss,RMSE,PCC
0,FedAvg_Aug,0.2141319215297699,0.4627439081668854,0.4227858428891492
1,FedAvg_Aug,0.2141319215297699,0.4627439081668854,0.4227858428891492
2,FedBN_Aug,0.2287391573190689,0.4782668352127075,0.4005300566408046
3,FedDistill_Aug,0.2233746349811554,0.4726252555847168,0.3982987852269281
4,FedOpt_Aug,0.2230761647224426,0.4723093807697296,0.4008495592074185
0,FedProx_Aug,0.2288489192724228,0.47838160395622253,0.39862333877365685
