,methods,Loss,RMSE,PCC
0,FedAvg-Aug,0.2131470590829849,0.4616785049438476,0.4201375316245778
1,FedAvg-Aug,0.2131470590829849,0.4616785049438476,0.4201375316245778
2,FedBN-Aug,0.2235558629035949,0.472816914319992,0.4010091351862052
3,FedDistill-Aug,0.2323040515184402,0.4819793105125427,0.3976117582891811
4,FedOpt-Aug,0.2231999635696411,0.4724404215812683,0.401680807566048
5,FedProx-Aug,0.2266896665096283,0.4761193692684173,0.4050151202569673
