,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,NR,1,0.1884220656636473,0.42951664,0.626205869638356,0.2410255649937437,0.4841705,0.5155520040088922
1,NR,10,0.1967459168623794,0.43824217,0.624518877321473,0.2402394095411548,0.48511708,0.5215989959930236
2,NR,100,0.1926111849871548,0.4344062,0.6141375163123807,0.2166443175841848,0.46081275,0.523091923356511
3,NR,1000,0.1931248779904532,0.434119,0.6248932371114627,0.2194456867873668,0.46346802,0.5283274100431787
0,NR,10000,0.18842358364687337,0.42944583,0.6217151418263049,0.2175958255910641,0.46191156,0.525803257151434
