,round,Loss,RMSE
0,1.0,0.1707809865474701,0.4132565557956695
1,2.0,0.1710433661937713,0.4135739207267761
2,3.0,0.1692973673343658,0.4114575982093811
3,4.0,0.1745896935462951,0.4178393185138702
4,5.0,0.1726727187633514,0.4155390560626983
5,6.0,0.1718248873949051,0.4145176708698272
6,7.0,0.1640005260705948,0.4049697816371918
7,8.0,0.1753017604351043,0.4186905324459076
8,9.0,0.167545810341835,0.4093236029148102
0,10.0,0.16685748100280762,0.4084819257259369
