,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWCOnline,1e-05,0.1963512076476177,0.4386611,0.6307823518500845,0.2643257358244487,0.5035563,0.4780338652738392
1,EWCOnline,0.0001,0.1849579923822508,0.4255872,0.6275259822147594,0.2463731009538481,0.48797014,0.5106100296001344
2,EWCOnline,0.001,0.1855589236048135,0.42574847,0.6317011243883002,0.260404409371874,0.50026083,0.5093034298837613
3,EWCOnline,0.01,0.1935632207080141,0.4356696,0.6306458185071919,0.2408356040868224,0.48194093,0.520471959681923
4,EWCOnline,0.1,0.1952253493008675,0.4365868,0.6310626100586711,0.265021459509929,0.5052072,0.5086253212599753
5,EWCOnline,1.0,0.2142951617186719,0.4570963,0.6008320197197577,0.2340057078672915,0.47670135,0.5229502357555399
6,EWCOnline,10.0,0.1867192628999035,0.42726988,0.6337998460188586,0.2641229722268727,0.5053955,0.5126866286535103
7,EWCOnline,100.0,0.1876203546469861,0.4282581,0.6323474556889279,0.2414192086731901,0.48446915,0.5150596469616708
8,EWCOnline,1000.0,0.1935969382137447,0.43573633,0.6260536346922159,0.2434723151682996,0.48495224,0.526068884382125
0,EWCOnline,10000,0.18830680740731104,0.4293429,0.6306612057444797,0.24729090394312833,0.48867384,0.5079096934828511
