,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1852867795372164,0.4265396,0.6260077550800994,0.2461271688190041,0.48694676,0.5242785739954937
1,EWC,0.0001,0.2050627442923459,0.4484444,0.6222305504611737,0.2440193421175691,0.4853694,0.5245093556854514
2,EWC,0.001,0.1831944221993545,0.42407367,0.6294124096265685,0.2549532173695613,0.49502283,0.5192869686024889
3,EWC,0.01,0.1853773819839025,0.42625833,0.6297552839573068,0.2507150114900401,0.49149275,0.5228735965648719
4,EWC,0.1,0.1918422569605437,0.43327305,0.630717103508957,0.2469081817334201,0.48803756,0.5257368687584617
5,EWC,1.0,0.1871346579259866,0.42832544,0.6245746451116542,0.2500065208292332,0.49156475,0.5256527812707116
6,EWC,10.0,0.1867877804226689,0.4285324,0.6147670587833386,0.2352163893531779,0.47878715,0.5291666286298696
7,EWC,100.0,0.1850079973893506,0.42579654,0.6289236218005071,0.2451938988805628,0.48910215,0.5361000655046945
8,EWC,1000.0,0.1860279131729107,0.42709357,0.6285361983168162,0.2255923317707315,0.46936795,0.5486330473881084
0,EWC,10000,0.1856215995821086,0.4264446,0.6307685947610668,0.2418958477321125,0.48601863,0.5409459461112198
