,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1852867795372164,0.42653957,0.6260077550800994,0.2427301593003915,0.48356187,0.5288091099781225
1,EWC,0.0001,0.2050627442923459,0.44844443,0.6222305504611738,0.2406006792584409,0.48193884,0.5282527611566818
2,EWC,0.001,0.1831944221993545,0.42407367,0.6294124096265685,0.2513005704510134,0.49140906,0.5238498697542182
3,EWC,0.01,0.1853773819839025,0.42625833,0.6297552839573068,0.2471704191564546,0.48797992,0.5273194913457205
4,EWC,0.1,0.1918422569605437,0.43327302,0.630717103508957,0.2435581385073336,0.48469666,0.5295120776502881
5,EWC,1.0,0.1871346579259866,0.42832544,0.6245746451116542,0.2466965689916502,0.48830363,0.5291925634573821
6,EWC,10.0,0.1867877804226689,0.4285324,0.6147670587833385,0.2330369615225823,0.47661096,0.5307935689543786
7,EWC,100.0,0.1850079973893506,0.42579657,0.628923621800507,0.2454512339230481,0.4894457,0.532447999227177
8,EWC,1000.0,0.1860279131729107,0.4270936,0.6285361983168162,0.2246061592810339,0.46842092,0.5499262317554019
0,EWC,10000,0.18562159958210858,0.42644462,0.6307685947610668,0.2423024615974395,0.48653144,0.5362725114676703
