,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1863612632763076,0.42725417,0.6365773235255804,0.2442419897435473,0.4858771,0.5210819060127474
1,EWC,0.0001,0.1891151531176133,0.43100744,0.6336159325898595,0.2395139285141513,0.4810697,0.5218653728252356
2,EWC,0.001,0.1982146872618755,0.4406166,0.6367538800799354,0.2524763325698116,0.4930914,0.5219083939622938
3,EWC,0.01,0.1873191110305972,0.42864922,0.6329945857635214,0.2459930515258896,0.48728767,0.5251539667081745
4,EWC,0.1,0.1894242229399743,0.43033227,0.6321954348978766,0.2352549240347884,0.47762963,0.5199322991581895
5,EWC,1.0,0.1849579267300568,0.4253269,0.6365873091388059,0.2385977245613831,0.48074305,0.5245731832593923
6,EWC,10.0,0.188720840718839,0.42953748,0.6314589572900877,0.2519090084397063,0.49312943,0.5203722856352455
7,EWC,100.0,0.1868285915584533,0.42765242,0.6391046451826766,0.2442155174758969,0.48884183,0.5295247466630499
8,EWC,1000.0,0.1894307525997812,0.43070865,0.6346159828601496,0.2573914494188059,0.50099605,0.5212301094236574
0,EWC,10000,0.18588185073299843,0.42669588,0.6339524920984927,0.24683195899943916,0.49074,0.5413334163905142
