,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1863612632763076,0.42725417,0.6365773235255804,0.24102741140969,0.482647,0.5249704597632018
1,EWC,0.0001,0.1891151531176133,0.43100744,0.6336159325898595,0.2368109638379378,0.4783715,0.5264168353545046
2,EWC,0.001,0.1982146872618755,0.4406166,0.6367538800799354,0.2488634241140121,0.48950988,0.525504348695513
3,EWC,0.01,0.1873191110305972,0.42864922,0.6329945857635214,0.2427601090330001,0.48405212,0.5289181899670304
4,EWC,0.1,0.1894242229399743,0.43033227,0.6321954348978766,0.2325524179748707,0.4749018,0.522739394152794
5,EWC,1.0,0.1849579267300568,0.4253269,0.6365873091388059,0.2357645656405524,0.47788274,0.5274041725608127
6,EWC,10.0,0.188720840718839,0.42953748,0.6314589572900877,0.2485929601910439,0.48984456,0.5242399744152779
7,EWC,100.0,0.1868285915584533,0.42765242,0.6391046451826766,0.243981968892085,0.4886518,0.5273903512041066
8,EWC,1000.0,0.1894307525997812,0.43070865,0.6346159828601496,0.2575818566532878,0.5012492,0.5180989749942678
0,EWC,10000,0.18588185073299843,0.42669588,0.6339524920984927,0.2477346485843519,0.4917618,0.5380173385454666
