,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1943202402878117,0.43608803,0.637384498726047,0.253126750643156,0.49365717,0.5033652330396086
1,EWC,0.0001,0.1856513511050831,0.42700845,0.6224955986757194,0.2465503412444575,0.48742813,0.5161665179363074
2,EWC,0.001,0.1889765960732838,0.43058592,0.6260074612788473,0.2538294749093705,0.493774,0.5172204638309291
3,EWC,0.01,0.189140400764617,0.43101674,0.593966591988105,0.2521913147905246,0.49299008,0.5016606384027745
4,EWC,0.1,0.1833270152958182,0.4245742,0.628072165360474,0.2399658867899252,0.4812674,0.5231606968500211
5,EWC,1.0,0.1878574171720387,0.42947292,0.6316191071003632,0.2483866274559579,0.49006444,0.5230591141233362
6,EWC,10.0,0.1835929925081791,0.42460138,0.6222766583689584,0.2419615663131889,0.48368835,0.527603552450444
7,EWC,100.0,0.183686247022895,0.42472935,0.6289813318210181,0.2313687301868078,0.47543627,0.5406219250461081
8,EWC,1000.0,0.1854782659415301,0.42655128,0.630546043496759,0.2531819974078613,0.49671024,0.5210942221317796
0,EWC,10000,0.18366845547185312,0.42512947,0.6227697202051647,0.24153759520576928,0.48551717,0.535969132083827
