,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1943202402878117,0.43608803,0.6373844987260469,0.2497299890408849,0.4903205,0.5078317826424821
1,EWC,0.0001,0.1856513511050831,0.42700845,0.6224955986757194,0.2431802474639632,0.48408866,0.520414474045471
2,EWC,0.001,0.1889765960732837,0.43058598,0.6260074612788472,0.2499942084992086,0.4900153,0.5217176570908579
3,EWC,0.01,0.189140400764617,0.43101674,0.5939665919881051,0.2486279866670246,0.4894895,0.5061129698810908
4,EWC,0.1,0.1833270152958182,0.42457417,0.628072165360474,0.2368818946811673,0.47816813,0.526761311977913
5,EWC,1.0,0.1878574171720387,0.42947292,0.6316191071003633,0.2452789800096448,0.48697573,0.5248002529640785
6,EWC,10.0,0.1835929925081791,0.4246014,0.6222766583689583,0.2388934530559685,0.48060763,0.5302182627132732
7,EWC,100.0,0.183686247022895,0.42472935,0.628981331821018,0.2308142706098688,0.47492716,0.5372201208175366
8,EWC,1000.0,0.18547826594153,0.4265513,0.6305460434967591,0.2538422874961193,0.49744686,0.516481577554591
0,EWC,10000,0.18366845547185315,0.42512947,0.6227697202051647,0.2423662395010908,0.4864711,0.530543781920544
