,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,MAS,1e-05,0.1880809218659029,0.42921528,0.6365664672377555,0.2372232239645023,0.479865,0.5154474217069265
1,MAS,0.0001,0.1866469740770854,0.4278222,0.63505607867519,0.2338768466726525,0.47668463,0.5167829370539231
2,MAS,0.001,0.1853089212113386,0.42627254,0.6316667841068231,0.2369521704538689,0.47938657,0.511445300791194
3,MAS,0.01,0.1912011902343917,0.43291152,0.634590020020591,0.2411312040522114,0.48388413,0.521518489004714
4,MAS,0.1,0.1876748122952201,0.42888692,0.6354685735378733,0.2366011078675072,0.47926396,0.5183652248812942
5,MAS,1.0,0.1890459299184285,0.43053532,0.630974178439009,0.2363179415512781,0.47917992,0.5111208869532888
6,MAS,10.0,0.1853913450008863,0.42640826,0.6357479145334041,0.2358567885086908,0.47844702,0.5181858168093605
7,MAS,100.0,0.1840385036035017,0.42521712,0.6276560039531476,0.2358728127965292,0.47842765,0.5081802920193514
8,MAS,1000.0,0.1866568731410162,0.42827174,0.629202127215944,0.2402894492128066,0.4827708,0.5112434778261217
0,MAS,10000,0.18355070964082495,0.42451206,0.6272328014273502,0.2379952049390836,0.48016465,0.5047709369231905
