,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,MAS,1e-05,0.1899270728811041,0.43094274,0.6318730051601086,0.2366158574515459,0.47892588,0.5214298611725524
1,MAS,0.0001,0.1907535778818192,0.43219715,0.6305153410111145,0.2346635802465231,0.47733355,0.5193021078140493
2,MAS,0.001,0.191508859541122,0.4325998,0.6323859760660971,0.2358651816287413,0.47843286,0.5235868519323268
3,MAS,0.01,0.1839949091436801,0.42497948,0.6234166966817973,0.2382711798814283,0.48009944,0.5118536134117274
4,MAS,0.1,0.192097303687365,0.43321726,0.6298829082824251,0.2345660933781237,0.47714975,0.5178808082941398
5,MAS,1.0,0.1856398002861382,0.42671296,0.626872595030894,0.2372679493459714,0.4794249,0.5139840031554028
6,MAS,10.0,0.1922487059196868,0.4339618,0.6327418456965573,0.2354390986618541,0.47851136,0.5212430436409622
7,MAS,100.0,0.190204175019806,0.4316146,0.6299623142048243,0.2352022732145526,0.47793248,0.518725693205603
8,MAS,1000.0,0.1879673423124598,0.42910287,0.63027421155199,0.2360590568103757,0.47852254,0.517188608232639
0,MAS,10000,0.18942136511013105,0.4307938,0.6182095254083273,0.24116502393062422,0.4833004,0.5018188829548828
