,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,MAS,1e-05,0.1899270728811041,0.43094274,0.6318730051601087,0.2386824058925176,0.48116058,0.5151292567133896
1,MAS,0.0001,0.1907535778818192,0.4321972,0.6305153410111146,0.2365492320051054,0.47937384,0.5127407579059445
2,MAS,0.001,0.191508859541122,0.4325998,0.6323859760660971,0.2376729196929312,0.48037338,0.5179951187201846
3,MAS,0.01,0.1839949091436801,0.4249795,0.6234166966817973,0.2407321001705411,0.48274705,0.5052182549052373
4,MAS,0.1,0.192097303687365,0.43321723,0.6298829082824251,0.2363417520006369,0.4790672,0.5113469411613992
5,MAS,1.0,0.1856398002861382,0.42671293,0.626872595030894,0.239513600961148,0.48183513,0.5070760069635968
6,MAS,10.0,0.1922487059196868,0.43396175,0.6327418456965572,0.2372057754207741,0.48037872,0.5148966182500203
7,MAS,100.0,0.190204175019806,0.43161458,0.6299623142048243,0.2371195176301838,0.479984,0.5121668423686403
8,MAS,1000.0,0.1879673423124598,0.42910287,0.6302742115519899,0.2380674298126976,0.48066324,0.5106902034352012
0,MAS,10000,0.18942136511013105,0.43079382,0.6182095254083273,0.24346202729971378,0.4857656,0.4944168865134032
