,Strategy,RAM,CPU,GPU_U,GPU_Mem
0,1.0,20.71484375,77.42000000000013,0.0,0.0
1,10.0,20.23828125,77.11999999999887,0.0,0.0
2,100.0,20.2109375,78.0600000000016,0.0,0.0
3,1000.0,20.0703125,77.08999999999781,0.0,0.0
4,10000.0,20.35546875,76.69999999999783,0.0,0.0
