,round,Loss,RMSE
0,1.0,0.3031491041183471,0.5505897998809814
1,2.0,0.2944661378860473,0.5426473617553711
2,3.0,0.2798587679862976,0.5290167927742004
3,4.0,0.2874499261379242,0.5361435413360596
4,5.0,0.2765367329120636,0.5258676409721375
5,6.0,0.2799123525619507,0.5290673971176147
6,7.0,0.2825534641742706,0.531557559967041
7,8.0,0.2815512120723724,0.5306140184402466
8,9.0,0.2911581695079803,0.5395907163619995
0,10.0,0.2826208174228668,0.5316209197044373
