,round,Loss,RMSE
0,1.0,0.3101065754890442,0.5568721294403076
1,2.0,0.3005945384502411,0.5482650399208069
2,3.0,0.2869351804256439,0.5356633067131042
3,4.0,0.2830918133258819,0.5320637226104736
4,5.0,0.2840654253959656,0.5329779386520386
5,6.0,0.285945326089859,0.5347386002540588
6,7.0,0.2904636561870575,0.538946807384491
7,8.0,0.2888447344303131,0.5374427437782288
8,9.0,0.2909684777259826,0.5394149422645569
0,10.0,0.2890828251838684,0.5376641750335693
