,round,Loss,RMSE
0,1.0,0.2965083122253418,0.5445257425308228
1,2.0,0.2784459590911865,0.5276797413825989
2,3.0,0.2733238637447357,0.5228038430213928
3,4.0,0.2727384567260742,0.5222436785697937
4,5.0,0.2642099559307098,0.5140135884284973
5,6.0,0.2630761265754699,0.512909471988678
6,7.0,0.2641134560108185,0.5139196515083313
7,8.0,0.2726315557956695,0.5221412777900696
8,9.0,0.2667925059795379,0.5165196061134338
0,10.0,0.26573196053504944,0.5154919624328613
