,round,Loss,RMSE
0,1.0,0.2338664829730987,0.4835974276065826
1,2.0,0.2256509512662887,0.475027322769165
2,3.0,0.231774628162384,0.4814297556877136
3,4.0,0.2263058573007583,0.4757161736488342
4,5.0,0.2398780137300491,0.4897734224796295
5,6.0,0.2227134108543396,0.4719252288341522
6,7.0,0.228400781750679,0.4779129326343536
7,8.0,0.2258717268705368,0.4752596318721771
8,9.0,0.2352089285850525,0.4849834144115448
0,10.0,0.23972511291503906,0.48961731791496277
