,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1901854915278298,0.4312047,0.6365428772872016,0.2468459273023265,0.4875782,0.5275637442983631
1,EWC,0.0001,0.1843021123536995,0.42506284,0.6314317638984535,0.2436514645718135,0.4839396,0.5296128526683461
2,EWC,0.001,0.1851626967454885,0.42572755,0.633370862636809,0.2406125510837157,0.4819458,0.5310526499383538
3,EWC,0.01,0.1836388556697926,0.42442846,0.6369597407992733,0.2339022576712168,0.47534,0.5327992139479737
4,EWC,0.1,0.1832728449303608,0.42356774,0.6375790666215493,0.2369574559707339,0.47812843,0.5314213490828987
5,EWC,1.0,0.1820568855513226,0.42235777,0.6397398061114588,0.2394183221527121,0.4805325,0.5345539520504402
6,EWC,10.0,0.1842178683002273,0.42485625,0.6382804074012312,0.23949465795916,0.481319,0.5347356262715024
7,EWC,100.0,0.1856770952316847,0.42626825,0.63225982345313,0.2404367197740387,0.48249203,0.5403339593738488
8,EWC,1000.0,0.1855703679385123,0.426792,0.6086719511106121,0.2429062162392906,0.48605114,0.517250230163413
0,EWC,10000,0.18443560730907824,0.4248833,0.6382653860155442,0.2532360669564117,0.49642634,0.5025340951696915
