,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1901854915278298,0.4312047,0.6365428772872016,0.2504722849548269,0.49113587,0.522976817647521
1,EWC,0.0001,0.1843021123536995,0.42506287,0.6314317638984535,0.2471155290853004,0.48738012,0.5250955363634308
2,EWC,0.001,0.1851626967454885,0.42572758,0.633370862636809,0.2438810336447897,0.48521206,0.5271149021501631
3,EWC,0.01,0.1836388556697925,0.42442846,0.6369597407992734,0.2369014653725689,0.4783763,0.5286333382755547
4,EWC,0.1,0.1832728449303608,0.42356774,0.6375790666215493,0.2400874411623899,0.4812595,0.5272789503960809
5,EWC,1.0,0.1820568855513226,0.42235777,0.6397398061114589,0.2423481638384919,0.483484,0.5308369928021893
6,EWC,10.0,0.1842178683002273,0.42485622,0.638280407401231,0.2425665772285591,0.4843723,0.5312712376704622
7,EWC,100.0,0.1856770952316847,0.42626825,0.63225982345313,0.2430415651982738,0.48505822,0.5374852218319579
8,EWC,1000.0,0.1855703679385123,0.426792,0.6086719511106121,0.2447777282522649,0.48784116,0.5137773193148977
0,EWC,10000,0.18443560730907824,0.42488334,0.6382653860155442,0.25222780938152556,0.49529657,0.5060172876922814
