,Strategy,RAM Before,RAM After,CPU Before,CPU After,GPU Before,GPU After
0,1,1.241413116455078,1.2597084045410156,"(79.85, 12.33)","(81.69, 12.58)",0,0
1,10,1.2597122192382812,1.28021240234375,"(81.69, 12.58)","(84.1, 12.83)",0,0
2,100,1.2802162170410156,1.2984085083007812,"(84.11, 12.83)","(86.01, 13.08)",0,0
3,1000,1.2984161376953125,1.3219528198242188,"(86.02, 13.08)","(87.89, 13.33)",0,0
0,10000,1.3219566345214844,1.3393974304199219,"(87.89, 13.33)","(89.75, 13.56)",0,0
