,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,NR,1,0.2906,0.5319,0.5356,0.4346,0.6326,0.4408
1,NR,10,0.2562,0.4972,0.5912,0.2581,0.5007,0.4925
2,NR,100,0.2616,0.5027,0.5315,0.2331,0.4774,0.5714
3,NR,1000,0.2495,0.4936,0.597,0.2325,0.4765,0.5552
0,NR,10000,0.2492,0.4927,0.606,0.2399,0.4838,0.566
