,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWCOnline,1e-05,0.1837945405345458,0.42479685,0.6259517290962519,0.2490953553032565,0.48969907,0.515804286898564
1,EWCOnline,0.0001,0.1948633958863747,0.43708718,0.6245346012142411,0.2480300028094804,0.4898408,0.5190962747017325
2,EWCOnline,0.001,0.1955356764812748,0.43689024,0.6224178772934971,0.2447744904013423,0.48638892,0.5218942459128146
3,EWCOnline,0.01,0.186155126901803,0.42692983,0.6179502936089099,0.2514908191469776,0.49253482,0.5174907057042346
4,EWCOnline,0.1,0.1931014015012747,0.43463293,0.6165629099823882,0.2379675037142905,0.47987404,0.5208923631352192
5,EWCOnline,1.0,0.1839488115306798,0.42489174,0.6202356334895104,0.2337482989826179,0.47632217,0.5202190226067445
6,EWCOnline,10.0,0.1859962685735194,0.42742342,0.6137666029262624,0.2394723937302441,0.48095265,0.5248685731520704
7,EWCOnline,100.0,0.1859837213603707,0.42654443,0.6262505078040506,0.2368233072510981,0.47914475,0.5152585486947802
8,EWCOnline,1000.0,0.1834222303775998,0.42381322,0.6294233064530499,0.2452982205558907,0.48766625,0.4903188805330875
0,EWCOnline,10000,0.19240764543027072,0.4338587,0.6223410494586681,0.2453309570838298,0.48723742,0.49861425670333737
