,round,Loss,RMSE
0,1.0,0.1350990384817123,0.3675582110881805
1,2.0,0.1183666437864303,0.34404456615448
2,3.0,0.1290058195590973,0.3591738045215606
3,4.0,0.1255204379558563,0.354288637638092
4,5.0,0.1225447431206703,0.3500638902187347
5,6.0,0.1266913563013076,0.3559373021125793
6,7.0,0.126355767250061,0.3554655909538269
7,8.0,0.1317146271467209,0.362925112247467
8,9.0,0.1270986646413803,0.3565090298652649
0,10.0,0.1343555599451065,0.3665454387664795
