,round,Loss,RMSE
0,1.0,0.244266465306282,0.4942332208156585
1,2.0,0.2304583042860031,0.48006072640419
2,3.0,0.2306834906339645,0.4802952110767364
3,4.0,0.2363196909427642,0.4861272275447845
4,5.0,0.2350260019302368,0.4847948253154754
5,6.0,0.2448860108852386,0.4948595762252807
6,7.0,0.2332784235477447,0.4829890429973602
7,8.0,0.2312666922807693,0.4809019565582275
8,9.0,0.233663722872734,0.4833877682685852
0,10.0,0.2336694300174713,0.48339366912841797
