,round,Loss,RMSE
0,1.0,0.2547125816345215,0.5046905875205994
1,2.0,0.2536577880382538,0.5036444664001465
2,3.0,0.2503779530525207,0.5003778338432312
3,4.0,0.2463747859001159,0.4963615536689758
4,5.0,0.2461443096399307,0.4961293339729309
5,6.0,0.2475061267614364,0.4974998831748962
6,7.0,0.2514636814594269,0.5014615654945374
7,8.0,0.2520478069782257,0.502043604850769
8,9.0,0.2455722391605377,0.4955524504184723
0,10.0,0.25149640440940857,0.5014941692352295
