,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWC,1e-05,0.1865415524255919,0.4276888,0.6183459058836877,0.2457576139392901,0.48649946,0.5186274450568754
1,EWC,0.0001,0.1831131655867997,0.42397544,0.6149433823395735,0.2442867247273727,0.485035,0.5176774485417174
2,EWC,0.001,0.1910484780061554,0.4322512,0.6305031614870932,0.2496065036425379,0.4899245,0.5183541845118124
3,EWC,0.01,0.1884411047515157,0.4297147,0.6243094806573074,0.2509293575726805,0.49116394,0.5205454040340928
4,EWC,0.1,0.1840699848706846,0.42483476,0.6188882055108335,0.2460404717851252,0.48719773,0.5153483598135596
5,EWC,1.0,0.1859891364326724,0.4267518,0.621263377148855,0.2387490336890934,0.48077577,0.5284903014568547
6,EWC,10.0,0.1842396819552818,0.4247398,0.6271876231897059,0.2277527783750271,0.47141817,0.5376827697919984
7,EWC,100.0,0.1923673632373283,0.4337828,0.630778769903654,0.2359205184086245,0.48019716,0.534783040838377
8,EWC,1000.0,0.1838317245438501,0.42451337,0.621996276341415,0.2471782434858432,0.49070734,0.5275787757995719
0,EWC,10000,0.18125295687418477,0.42151073,0.6320529343331366,0.2505313913483604,0.49386746,0.5147565516213991
