,round,Loss,RMSE
0,1.0,0.2241546064615249,0.4734496474266052
1,2.0,0.2307222932577133,0.4803356230258941
2,3.0,0.2243290990591049,0.4736339151859283
3,4.0,0.2308088690042495,0.4804257154464721
4,5.0,0.2286589741706848,0.4781830012798309
5,6.0,0.23456971347332,0.4843239784240722
6,7.0,0.2366928309202194,0.4865108728408813
7,8.0,0.2330198884010315,0.4827213287353515
8,9.0,0.2369163036346435,0.4867405295372009
0,10.0,0.2305426299571991,0.4801485240459442
