,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,SI,1e-05,0.1878739867311019,0.42892,0.627633583132683,0.2479457934038574,0.48920578,0.5242955829595021
1,SI,0.0001,0.1840674336757752,0.42510313,0.6198455269895159,0.2488670083535771,0.48967072,0.524970687095731
2,SI,0.001,0.1853973465403179,0.4263696,0.628203407083087,0.2412829722981064,0.48286957,0.520980245719505
3,SI,0.01,0.1895859839467259,0.4312649,0.6277539928510841,0.2424125300885058,0.48356813,0.5235323835155866
4,SI,0.1,0.1823831906953415,0.42301154,0.6312051022041553,0.2353755919655569,0.47778565,0.5227243873572361
5,SI,1.0,0.183082848448645,0.4236445,0.6307615194485878,0.2241266265916986,0.46834108,0.5496402137020348
6,SI,10.0,0.1829352544789964,0.4234326,0.6232036834720186,0.2322102283336678,0.47609237,0.5245668362258523
7,SI,100.0,0.1848874375611156,0.4259,0.6242303190371584,0.2330319020567702,0.47564313,0.5156770791938349
8,SI,1000.0,0.1865894648839126,0.42789337,0.6311497570899393,0.2353496568746307,0.47743684,0.5235342124222608
0,SI,10000,0.18933884397923176,0.43048912,0.6279182716169261,0.23655248027877745,0.4781814,0.5175477851122955
