,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,SI,1e-05,0.1878739867311019,0.42892,0.627633583132683,0.244474748125324,0.48575097,0.5279535598305766
1,SI,0.0001,0.1840674336757752,0.42510307,0.619845526989516,0.2453576510723728,0.48618644,0.52923436331898
2,SI,0.001,0.1853973465403179,0.42636955,0.6282034070830869,0.238147661566444,0.47973368,0.525348724076973
3,SI,0.01,0.1895859839467259,0.4312649,0.627753992851084,0.2391438854011622,0.48031777,0.5281260228694369
4,SI,0.1,0.1823831906953415,0.42301154,0.6312051022041553,0.2327112247804542,0.47509405,0.5252389929946942
5,SI,1.0,0.1830828484486449,0.42364448,0.6307615194485878,0.2231925072849958,0.46741262,0.5465707625762323
6,SI,10.0,0.1829352544789964,0.4234326,0.6232036834720185,0.2327326366073125,0.47669357,0.5191543966063948
7,SI,100.0,0.1848874375611156,0.42590004,0.6242303190371584,0.234870106751075,0.47764772,0.5090431745369868
8,SI,1000.0,0.1865894648839127,0.42789334,0.6311497570899394,0.2376675782507503,0.47996506,0.5172305828710305
0,SI,10000,0.18933884397923173,0.43048918,0.6279182716169261,0.23897795815552986,0.48079857,0.5112316172950072
