,round,Loss,RMSE
0,1.0,0.2516351640224457,0.5016325116157532
1,2.0,0.2554451525211334,0.5054157972335815
2,3.0,0.2421026527881622,0.492039293050766
3,4.0,0.2464867532253265,0.4964742958545685
4,5.0,0.2421938180923462,0.4921319186687469
5,6.0,0.2413351088762283,0.4912586808204651
6,7.0,0.2421962618827819,0.4921343922615051
7,8.0,0.2432575523853302,0.4932114779949188
8,9.0,0.2478315681219101,0.4978268444538116
0,10.0,0.24379493296146393,0.49375593662261963
