,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,SI,1e-05,0.1870144007171129,0.42802334,0.6188300444638599,0.2416850133061215,0.48284972,0.5273679989887758
1,SI,0.0001,0.190661453387954,0.43231127,0.6239356236972992,0.237895823586974,0.47921044,0.5277541504024139
2,SI,0.001,0.189408978810171,0.43024746,0.6320853222259621,0.242458416869888,0.48334318,0.526450332733313
3,SI,0.01,0.1842050974728999,0.4248017,0.6287117641645991,0.2443820025505764,0.48563725,0.5083470786446025
4,SI,0.1,0.1848837298812804,0.42589188,0.6221889513192222,0.2322846233868947,0.47432777,0.5328635584730835
5,SI,1.0,0.1880163034641897,0.42956537,0.6148549612699243,0.2344704957316061,0.47830975,0.522018211857324
6,SI,10.0,0.1924871321912709,0.43411204,0.630323192936415,0.2287538445857051,0.47260267,0.5287099777797757
7,SI,100.0,0.18738751142443,0.42816177,0.6252837089308427,0.2358272297283658,0.47858796,0.5115080751805787
8,SI,1000.0,0.1897497695278037,0.43141085,0.6240283101645151,0.2429033460555138,0.48529243,0.5023052162246611
0,SI,10000,0.1826729347276223,0.42324,0.6253121827669728,0.24614517800993735,0.4875475,0.509075559008429
