,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,SI,1e-05,0.1870144007171129,0.42802334,0.61883004446386,0.2449346411795843,0.48609397,0.5228641322521894
1,SI,0.0001,0.190661453387954,0.43231127,0.6239356236972992,0.2409570165434662,0.48228785,0.5229668037583456
2,SI,0.001,0.189408978810171,0.4302475,0.6320853222259623,0.2457794488540717,0.48666784,0.5220833261573875
3,SI,0.01,0.1842050974728999,0.42480177,0.6287117641645991,0.2474522407920587,0.48868415,0.5034457091882351
4,SI,0.1,0.1848837298812804,0.42589188,0.6221889513192221,0.2347992228812911,0.4768853,0.529367310308091
5,SI,1.0,0.1880163034641897,0.4295654,0.6148549612699243,0.2364198005675864,0.48026302,0.5209652792379557
6,SI,10.0,0.1924871321912709,0.43411204,0.630323192936415,0.2281117328018153,0.47189215,0.53384250065317
7,SI,100.0,0.18738751142443,0.4281618,0.6252837089308426,0.2341158399168326,0.47670865,0.5178046019726087
8,SI,1000.0,0.1897497695278037,0.43141082,0.6240283101645151,0.2405198200219342,0.48274562,0.5093773079134997
0,SI,10000,0.18267293472762233,0.42323998,0.6253121827669728,0.24329924907814074,0.48447508,0.5159296532684089
