,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,SI,1e-05,0.1904641773987126,0.43142185,0.626457904419076,0.2459450596919307,0.48743755,0.513261616777431
1,SI,0.0001,0.1868498163273582,0.42805666,0.6162546595236069,0.2433183909018899,0.48502505,0.5152537633240117
2,SI,0.001,0.1833475466285433,0.42422372,0.6176457104832599,0.2498042414811524,0.4909172,0.5208049813310689
3,SI,0.01,0.1842989655961464,0.42481628,0.6265181782466603,0.2445661615386798,0.485945,0.5195812122590033
4,SI,0.1,0.194020690759281,0.43627122,0.6175485363443904,0.2470596760632349,0.48880982,0.516360738356108
5,SI,1.0,0.1899702931185821,0.43099162,0.6259403436310579,0.2339702381280722,0.47809744,0.5289548034912019
6,SI,10.0,0.1919619177359265,0.43315363,0.6221030216327029,0.2328450091134805,0.4764971,0.514111852987449
7,SI,100.0,0.1913270099306261,0.43241957,0.6249944209921166,0.2401827698210617,0.4822149,0.5161705818470859
8,SI,1000.0,0.18663841219885,0.42789876,0.6210870975479268,0.2451707510737242,0.48755115,0.5059846843025935
0,SI,10000,0.2021292279680054,0.44483396,0.6178988169642695,0.25422472484990377,0.49576068,0.507251221718966
