,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWCOnline,1e-05,0.1840011072526504,0.42505124,0.6282682908623497,0.2444839317545101,0.4852249,0.5248247624517014
1,EWCOnline,0.0001,0.1875696574615967,0.42896277,0.6311218961108089,0.2434408484510593,0.48409608,0.524681576751384
2,EWCOnline,0.001,0.1839822775551251,0.42504215,0.6298359750839555,0.250297310225085,0.4900678,0.5225435467197849
3,EWCOnline,0.01,0.1892947806650168,0.43112648,0.6277225168097939,0.2374641596738781,0.47975218,0.5095274117079378
4,EWCOnline,0.1,0.184295255690813,0.42539755,0.6170901869510617,0.2427866387241459,0.48398072,0.5271066133491237
5,EWCOnline,1.0,0.1846456686397651,0.4254566,0.6327611996021028,0.2445834396939192,0.4858241,0.5276695165328906
6,EWCOnline,10.0,0.1837657660052374,0.42460066,0.6274717079101823,0.2330150420547692,0.47626227,0.5356567537824642
7,EWCOnline,100.0,0.1842831727359202,0.42497665,0.6363737592627289,0.2441787191412665,0.4880618,0.5269191754467779
8,EWCOnline,1000.0,0.1852021084300109,0.42618015,0.6323260522950092,0.235815934788484,0.47992003,0.5418676346686105
0,EWCOnline,10000,0.18511391435931254,0.4261924,0.6272136145811877,0.25013360600289586,0.49356207,0.5311830254728819
