,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,EWCOnline,1e-05,0.1840011072526504,0.42505127,0.6282682908623497,0.2479694057636115,0.48869425,0.5208767939396843
1,EWCOnline,0.0001,0.1875696574615968,0.42896277,0.6311218961108089,0.246884532805,0.48751765,0.5203840351264952
2,EWCOnline,0.001,0.1839822775551251,0.42504215,0.6298359750839556,0.2538967035761495,0.4936201,0.517952703342205
3,EWCOnline,0.01,0.1892947806650167,0.43112653,0.6277225168097937,0.2403638107436044,0.4826277,0.5060895586921337
4,EWCOnline,0.1,0.184295255690813,0.42539757,0.6170901869510618,0.2461653104191329,0.48734808,0.5231557157181318
5,EWCOnline,1.0,0.1846456686397651,0.42545658,0.6327611996021026,0.2479789579654632,0.48918337,0.5241553216514532
6,EWCOnline,10.0,0.1837657660052374,0.42460066,0.6274717079101821,0.2351451211792676,0.47841555,0.5335930346397059
7,EWCOnline,100.0,0.1842831727359202,0.42497665,0.6363737592627289,0.2442931602043764,0.48811752,0.5307506463740187
8,EWCOnline,1000.0,0.1852021084300109,0.42618018,0.6323260522950092,0.2362404122796593,0.48027295,0.5458151451819087
0,EWCOnline,10000,0.18511391435931254,0.42619234,0.6272136145811879,0.24891052990644974,0.49220848,0.5360372730122387
