,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,MAS,1e-05,0.1869446481880429,0.42766213,0.6304070043583115,0.2368479660530756,0.47921115,0.508940977352021
1,MAS,0.0001,0.188509287336817,0.4293237,0.630505518363554,0.2363055552609942,0.47888148,0.520008555978691
2,MAS,0.001,0.1851289983016329,0.4258686,0.6316681756339162,0.2376005891033194,0.48001367,0.5103616386807338
3,MAS,0.01,0.1905952107112903,0.4317849,0.630353025184403,0.234963253696824,0.47787678,0.5134689881077513
4,MAS,0.1,0.1841039973032939,0.4249584,0.628242501071746,0.2413678098663494,0.48341656,0.5088961081126964
5,MAS,1.0,0.1885439319076476,0.42994434,0.6289916293286297,0.236036894939743,0.4789473,0.509716991669559
6,MAS,10.0,0.1863441025572163,0.4274665,0.6338284752511203,0.2381404799542256,0.4807373,0.520794544302627
7,MAS,100.0,0.1855038658945591,0.42641532,0.6312196102139811,0.2369211705183828,0.47936305,0.5174619426070226
8,MAS,1000.0,0.1911106681959195,0.43259782,0.6286929438291099,0.2420138215767098,0.48476645,0.5037035558325246
0,MAS,10000,0.18620407736146605,0.42687616,0.6306640608028827,0.24613282305563425,0.48745352,0.5128774770394218
