,Method,reg_coeff,Loss1,RMSE1,PCC1,Loss2,RMSE2,PCC2
0,NR,1,0.2608,0.5041,0.5091,0.2551,0.4976,0.5714
1,NR,10,0.2521,0.4954,0.5611,0.238,0.4811,0.5474
2,NR,100,0.2515,0.4944,0.5769,0.2477,0.4915,0.5858
3,NR,1000,0.2574,0.5007,0.5697,0.2518,0.4949,0.5442
0,NR,10000,0.2543,0.4967,0.5712,0.2488,0.4926,0.5745
