,Strategy,RAM Before,RAM After,CPU Before,CPU After,GPU Before,GPU After
0,1,1.255939483642578,1.2755851745605469,"(133.47, 12.82)","(136.57, 13.16)",0,0
1,10,1.2755851745605469,1.2956581115722656,"(136.58, 13.16)","(139.78, 13.48)",0,0
2,100,1.2956619262695312,1.315837860107422,"(139.78, 13.49)","(142.88, 13.81)",0,0
3,1000,1.3158416748046875,1.3373756408691406,"(142.88, 13.82)","(146.03, 14.13)",0,0
0,10000,1.3373794555664062,1.3574409484863281,"(146.03, 14.13)","(149.27, 14.49)",0,0
