,round,Loss,RMSE
0,1.0,0.2577252984046936,0.5076665282249451
1,2.0,0.2117122709751129,0.4601220190525055
2,3.0,0.2090250253677368,0.4571925699710846
3,4.0,0.1959624588489532,0.4426764845848083
4,5.0,0.2133699208498001,0.4619197845458984
5,6.0,0.2114671766757965,0.4598556160926819
6,7.0,0.1982687562704086,0.4452737867832184
7,8.0,0.21888068318367,0.4678468406200409
8,9.0,0.2156086713075637,0.4643367826938629
0,10.0,0.2144564837217331,0.46309444308280945
